Mario bestellingen

Let op! De vermelde prijzen zijn de prijzen ten tijde van de bestelling

Winkelnaam;Klantnaam;TelefoonNr;Email;Adres;Woonplaats;Besteldatum;AfleverType;AfleverDatum;AfleverMoment;Product;PizzaBodem;PizzaSaus;Prijs;Bezorgkosten;Aantal;Extra Ingrediënten;Prijs Extra Ingrediënten;Regelprijs;Totaalprijs;Gebruikte Coupon;Coupon Korting;Te Betalen
;;;;;;;;;;Bacon Gorgonzola;Large Pizza;Tomatensaus;€ 8,95;;1;;€ 0,00;€ 12,95;;;;
;;;;;;;;;;Extravaganzza;Large Pizza;Tomatensaus;€ 7,95;;1;;€ 0,00;€ 11,95;;;;

Helmond;Wiresh Meesters;06-73573123;WireshMeesters@gustr.com;Churchilllaan 181;Helmond;vrijdag 13 april 2018;Bezorgen;vrijdag 13 april 2018;20:33;Veggi;Medium Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 8,95;€ 56,75;;€ 0,00;€ 56,75
;;;;;;;;;;Funghi;Large Pizza;Tomatensaus;€ 4,95;€ 2,00;2;;€ 0,00;€ 21,90;;;;
;;;;;;;;;;Deluxe;Large Pizza;Tomatensaus;€ 6,95;€ 2,00;2;;€ 0,00;€ 25,90;;;;

Sittard;Hale Boxman;06-67045081;HaleBoxman@gustr.com;Achter de Kruiskapel 101;Grevenbicht;dinsdag 3 december 2019;Afhalen;dinsdag 3 december 2019;17:09;Deluxe;Family XXL Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 23,90;€ 23,90;;€ 0,00;€ 23,90

Berkel en Rodenrijs;Blessing Massar;06-90242292;BlessingMassar@superrito.com;Noordeindse Hof 2;Berkel en Rodenrijs;donderdag 22 maart 2018;Bezorgen;donderdag 22 maart 2018;20:00;Americana;Family XXL Pizza;Tomatensaus;€ 6,95;€ 2,00;2;;€ 0,00;€ 27,90;€ 51,80;3e pizza gratis bij bezorgen;€ 4,95;€ 46,85
;;;;;;;;;;Tonno;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 10,95;;;;
;;;;;;;;;;Perfect Pepperoni;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;€ 2,00;1;Pepperoni, Basilicum, Kaasmix, Rode Ui;€ 4,00;€ 12,95;;;;

Leiderdorp;Sharan Jekel;06-19690473;SharanJekel@jourrapide.com;Beukenschans 113;Leiderdorp;woensdag 6 september 2017;Afhalen;woensdag 6 september 2017;20:22;BBQ Cannibale;Italian Pizza;Barbecue Saus;€ 4,95;;1;;€ 0,00;€ 5,95;€ 12,90;;€ 0,00;€ 12,90
;;;;;;;;;;Veggi;Medium Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 6,95;;;;

Leidschendam;Sayed Buys;06-63237637;SayedBuys@cuvox.de;Scheltuslaan 69;Voorburg;donderdag 23 mei 2019;Bezorgen;donderdag 23 mei 2019;16:23;Tricolore;Family XXL Pizza;Creme Fraiche;€ 8,95;€ 2,00;2;;€ 0,00;€ 31,90;€ 72,75;;€ 0,00;€ 72,75
;;;;;;;;;;Extravaganzza;Italian Pizza;Tomatensaus;€ 7,95;€ 2,00;1;;€ 0,00;€ 10,95;;;;
;;;;;;;;;;Shoarma;Large Pizza;Tomatensaus;€ 7,95;€ 2,00;1;Rode Ui, Bacon, Champignons, Merguez;€ 4,00;€ 17,95;;;;
;;;;;;;;;;Margaritha;Family XXL Pizza;Tomatensaus;€ 4,95;€ 2,00;1;;€ 0,00;€ 11,95;;;;

Gouda;Annelieke Middelkamp;06-99857234;AnneliekeMiddelkamp@gustr.com;Vest 36;Gouda;dinsdag 23 januari 2018;Afhalen;dinsdag 23 januari 2018;18:14;Salame Speciale;Italian Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 15,90;€ 20,85;;€ 0,00;€ 20,85
;;;;;;;;;;Margaritha;Medium Pizza;Tomatensaus;€ 4,95;;1;;€ 0,00;€ 4,95;;;;

Gouda;Henry Schipperen;06-81064331;HenrySchipperen@einrot.com;Elisabeth Hoeve 197;Gouda;zondag 1 januari 2017;Bezorgen;zondag 1 januari 2017;17:36;Veggi;Italian Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 9,95;€ 68,70;;€ 0,00;€ 68,70
;;;;;;;;;;Shoarma;Family XXL Pizza;Tomatensaus;€ 7,95;€ 2,00;1;;€ 0,00;€ 14,95;;;;
;;;;;;;;;;Americana;Medium Pizza;Tomatensaus;€ 6,95;€ 2,00;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;Pollo Pomodore;Medium Cheesy Crust Pizza;Tomatensaus;€ 8,95;€ 2,00;2;;€ 0,00;€ 25,90;;;;

Kampen;Tamer Bravenboer;06-51872678;TamerBravenboer@fleckens.hu;Burgemeester Oldenhoflaan 67;Kampen;vrijdag 23 augustus 2019;Bezorgen;vrijdag 23 augustus 2019;20:09;Caprese;Italian Pizza;Tomatensaus;€ 4,95;€ 2,00;1;;€ 0,00;€ 7,95;€ 47,75;;€ 0,00;€ 47,75
;;;;;;;;;;Funghi;Medium Pizza;Tomatensaus;€ 4,95;€ 2,00;2;;€ 0,00;€ 13,90;;;;
;;;;;;;;;;Veggi;Family XXL Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 13,95;;;;
;;;;;;;;;;BBQ Mixed Grill;Medium Cheesy Crust Pizza;Barbecue Saus;€ 7,95;€ 2,00;1;;€ 0,00;€ 11,95;;;;

Breda Kesterenlaan;Keo Schilders;06-37044272;KeoSchilders@einrot.com;Emerparklaan 190;Breda;vrijdag 20 oktober 2017;Afhalen;vrijdag 20 oktober 2017;17:37;Americana;Large Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 10,95;€ 10,95;;€ 0,00;€ 10,95

Gouda;Lotfi Geers;06-28648895;LotfiGeers@gustr.com;Groen van Prinsterersingel 76;Gouda;zaterdag 15 september 2018;Afhalen;zaterdag 15 september 2018;19:49;Veggi;Italian Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 7,95;€ 7,95;;€ 0,00;€ 7,95

Almelo;Aymen Douven;06-35382203;AymenDouven@superrito.com;Duivenvoorde 155;Almelo;maandag 14 januari 2019;Bezorgen;maandag 14 januari 2019;16:37;Salame Speciale;Medium Pizza;Tomatensaus;€ 6,95;€ 2,00;4;;€ 0,00;€ 35,80;€ 69,65;;€ 0,00;€ 69,65
;;;;;;;;;;Tonno;Italian Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 9,95;;;;
;;;;;;;;;;Salame Speciale;Italian Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 9,95;;;;
;;;;;;;;;;BBQ Mixed Grill;Large Pizza;Barbecue Saus;€ 7,95;€ 2,00;1;;€ 0,00;€ 13,95;;;;

Enschede West;Anoek Kerkhof;06-45421509;AnoekKerkhof@rhyta.com;Porseleinvlinder 71;Enschede;dinsdag 17 juli 2018;Afhalen;dinsdag 17 juli 2018;18:00;Chicken Kebab;Medium Pizza;Tomatensaus;€ 7,95;;4;Shoarma, Ham;€ 2,50;€ 41,80;€ 48,75;;€ 0,00;€ 48,75
;;;;;;;;;;Hawaii;Medium Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 6,95;;;;

Papendrecht;Emelie Odijk;06-68329787;EmelieOdijk@gustr.com;Pieter Jelles Troelstrastraat 98;Papendrecht;vrijdag 29 november 2019;Afhalen;vrijdag 29 november 2019;20:19;BBQ Mixed Grill;Large Pizza;Barbecue Saus;€ 7,95;;2;;€ 0,00;€ 23,90;€ 23,90;3e pizza gratis bij bezorgen;€ 0,00;€ 23,90

Rijswijk;Godefridus Slagter;06-36984998;GodefridusSlagter@cuvox.de;Da Costalaan 167;Rijswijk;donderdag 2 november 2017;Bezorgen;donderdag 2 november 2017;18:06;Shoarma;Medium Pizza;Tomatensaus;€ 7,95;€ 2,00;1;;€ 0,00;€ 9,95;€ 61,70;;€ 0,00;€ 61,70
;;;;;;;;;;Chicken Kebab;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;€ 2,00;1;;€ 0,00;€ 11,95;;;;
;;;;;;;;;;Veggi;Medium Pizza;Tomatensaus;€ 6,95;€ 2,00;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;Deluxe;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;€ 2,00;2;;€ 0,00;€ 21,90;;;;

Vlaardingen;Nikos Thewissen;06-37804834;NikosThewissen@gustr.com;Sonoystraat 179;Vlaardingen;dinsdag 5 december 2017;Afhalen;dinsdag 5 december 2017;20:59;Hawaii;Italian Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 15,90;€ 63,70;;€ 0,00;€ 63,70
;;;;;;;;;;Supreme;Large Pizza;Barbecue Saus;€ 7,95;;2;;€ 0,00;€ 23,90;;;;
;;;;;;;;;;Creamy Bacon;Large Pizza;Creme Fraiche;€ 7,95;;2;;€ 0,00;€ 23,90;;;;

Gorinchem;Ilias Hoedeman;06-24420002;IliasHoedeman@jourrapide.com;Overwaard 49;Gorinchem;maandag 30 december 2019;Bezorgen;maandag 30 december 2019;16:04;Bacon Gorgonzola;Medium Pizza;Tomatensaus;€ 8,95;€ 2,00;1;;€ 0,00;€ 10,95;€ 10,95;;€ 0,00;€ 10,95

Rotterdam Zuidplein;Laïla Peulen;06-53620000;LailaPeulen@fleckens.hu;Geldersestraat 39;Rotterdam;vrijdag 6 juli 2018;Afhalen;vrijdag 6 juli 2018;16:10;Pollo Pomodore;Family XXL Pizza;Tomatensaus;€ 8,95;;4;Bacon, Basilicum;€ 1,50;€ 61,80;€ 109,60;;€ 0,00;€ 109,60
;;;;;;;;;;Extravaganzza;Family XXL Pizza;Tomatensaus;€ 7,95;;2;;€ 0,00;€ 25,90;;;;
;;;;;;;;;;Bacon Gorgonzola;Medium Cheesy Crust Pizza;Tomatensaus;€ 8,95;;2;;€ 0,00;€ 21,90;;;;

Amersfoort Vathorst;Flavio Kasbergen;06-81761530;FlavioKasbergen@fleckens.hu;Van Effenlaan 4;Amersfoort;zondag 17 juni 2018;Afhalen;zondag 17 juni 2018;16:33;Four Cheese;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;;1;;€ 0,00;€ 9,95;€ 99,55;;€ 0,00;€ 99,55
;;;;;;;;;;Shoarma;Large Pizza;Tomatensaus;€ 7,95;;2;;€ 0,00;€ 23,90;;;;
;;;;;;;;;;Margaritha;Large Pizza;Tomatensaus;€ 4,95;;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;Four Cheese;Large Pizza;Tomatensaus;€ 7,95;;4;;€ 0,00;€ 47,80;;;;

Leiderdorp;Daniek Ziani;06-93822696;DaniekZiani@gustr.com;Charlotte de Bourbonstraat 101;Leiderdorp;dinsdag 2 juli 2019;Afhalen;dinsdag 2 juli 2019;16:01;Caprese;Italian Pizza;Tomatensaus;€ 4,95;;2;;€ 0,00;€ 11,90;€ 19,85;;€ 0,00;€ 19,85
;;;;;;;;;;Chicken Supreme;Italian Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 7,95;;;;

Groningen Paddepoel;Caitlynn Krebbers;06-93858425;CaitlynnKrebbers@jourrapide.com;Steenhouwerskade 125;Groningen;dinsdag 28 november 2017;Bezorgen;dinsdag 28 november 2017;20:04;Veggi;Large Pizza;Tomatensaus;€ 6,95;€ 2,00;1;Kip, Groene Olijven, Tonijn, Chicken Kebab;€ 5,50;€ 18,45;€ 77,25;;€ 0,00;€ 77,25
;;;;;;;;;;Deluxe;Italian Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 9,95;;;;
;;;;;;;;;;Caprese;Large Pizza;Tomatensaus;€ 4,95;€ 2,00;1;;€ 0,00;€ 10,95;;;;
;;;;;;;;;;Extravaganzza;Family XXL Pizza;Tomatensaus;€ 7,95;€ 2,00;2;Champignons, Champignons, Merguez, Kip;€ 4,00;€ 37,90;;;;

Tiel;Marianka Brak;06-67119152;MariankaBrak@jourrapide.com;Markt 195;Tiel;zaterdag 12 mei 2018;Afhalen;zaterdag 12 mei 2018;16:10;BBQ Mixed Grill;Large Pizza;Barbecue Saus;€ 7,95;;1;;€ 0,00;€ 11,95;€ 11,95;;€ 0,00;€ 11,95

Eindhoven Woensel;Raisa Langbroek;06-55874068;RaisaLangbroek@einrot.com;Doctor Cuyperslaan 172;Eindhoven;woensdag 26 september 2018;Bezorgen;woensdag 26 september 2018;17:12;Margaritha;Large Pizza;Tomatensaus;€ 4,95;€ 2,00;1;;€ 0,00;€ 10,95;€ 10,95;;€ 0,00;€ 10,95

Vlaardingen;Arife Groenink;06-87732959;ArifeGroenink@dayrep.com;Spechtlaan 127;Vlaardingen;donderdag 19 september 2019;Bezorgen;donderdag 19 september 2019;20:47;Chicken Supreme;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 10,95;€ 52,75;;€ 0,00;€ 52,75
;;;;;;;;;;Beenham;Italian Pizza;Tomatensaus;€ 6,95;€ 2,00;2;;€ 0,00;€ 19,90;;;;
;;;;;;;;;;Hawaii;Large Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 12,95;;;;
;;;;;;;;;;Funghi;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;€ 2,00;1;;€ 0,00;€ 8,95;;;;

Veenendaal;Levy Veldhuizen;06-74450489;LevyVeldhuizen@armyspy.com;Arsenaal 102;Veenendaal;maandag 15 april 2019;Bezorgen;maandag 15 april 2019;17:09;Hot & Spicy;Medium Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 8,95;€ 23,90;;€ 0,00;€ 23,90
;;;;;;;;;;Bacon Gorgonzola;Large Pizza;Tomatensaus;€ 8,95;€ 2,00;1;;€ 0,00;€ 14,95;;;;

Weert;Rudi Buma;06-41576344;RudiBuma@cuvox.de;Celsiusstraat 172;Weert;zondag 21 juli 2019;Afhalen;zondag 21 juli 2019;18:09;Margaritha;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;;4;;€ 0,00;€ 27,80;€ 80,55;;€ 0,00;€ 80,55
;;;;;;;;;;Extravaganzza;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;;2;;€ 0,00;€ 19,90;;;;
;;;;;;;;;;Hawaii;Family XXL Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 23,90;;;;
;;;;;;;;;;BBQ Mixed Grill;Italian Pizza;Barbecue Saus;€ 7,95;;1;;€ 0,00;€ 8,95;;;;

Heemskerk;Reza Koch;06-71850817;RezaKoch@einrot.com;Zuurbeshof 87;Heemskerk;zaterdag 10 februari 2018;Afhalen;zaterdag 10 februari 2018;19:42;BBQ Cannibale;Family XXL Pizza;Barbecue Saus;€ 4,95;;1;;€ 0,00;€ 9,95;€ 52,70;2e pizza gratis bij afhalen;€ 6,95;€ 45,75
;;;;;;;;;;Tonno;Large Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 21,90;;;;
;;;;;;;;;;Funghi;Large Pizza;Tomatensaus;€ 4,95;;1;;€ 0,00;€ 8,95;;;;
;;;;;;;;;;Margaritha;Italian Pizza;Tomatensaus;€ 4,95;;2;;€ 0,00;€ 11,90;;;;

Lelystad;Sarafina van Manen;06-70495600;SarafinavanManen@cuvox.de;Rode Klif 14;Lelystad;woensdag 26 december 2018;Afhalen;woensdag 26 december 2018;16:26;Chicken Supreme;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;;2;Verse Tomaat;€ 1,00;€ 19,90;€ 79,60;;€ 0,00;€ 79,60
;;;;;;;;;;Hawaii;Family XXL Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 23,90;;;;
;;;;;;;;;;Bacon Gorgonzola;Medium Pizza;Tomatensaus;€ 8,95;;4;;€ 0,00;€ 35,80;;;;

Geleen;Bernd Lub;06-14191648;BerndLub@armyspy.com;Biesenhof 54;Geleen;zondag 24 februari 2019;Bezorgen;zondag 24 februari 2019;19:53;Four Cheese;Medium Cheesy Crust Pizza;Tomatensaus;€ 7,95;€ 2,00;4;;€ 0,00;€ 47,80;€ 47,80;;€ 0,00;€ 47,80

Amsterdam Oostelijke Handelskade;Chavelli Bathoorn;06-23594062;ChavelliBathoorn@einrot.com;Witte de Withstraat 150;Amsterdam;woensdag 5 juni 2019;Afhalen;woensdag 5 juni 2019;20:42;Chicken Supreme;Family XXL Pizza;Tomatensaus;€ 6,95;;2;Chorizo, Ham;€ 2,00;€ 27,90;€ 55,80;3e pizza gratis bij bezorgen;€ 0,00;€ 55,80
;;;;;;;;;;Tricolore;Family XXL Pizza;Creme Fraiche;€ 8,95;;2;;€ 0,00;€ 27,90;;;;

Zwolle Bachplein;Anil Prudon;06-33549827;AnilPrudon@gustr.com;Walter Middelbergstraat 24;Zwolle;dinsdag 15 januari 2019;Afhalen;dinsdag 15 januari 2019;20:00;Pollo Pomodore;Large Pizza;Tomatensaus;€ 8,95;;1;;€ 0,00;€ 12,95;€ 12,95;;€ 0,00;€ 12,95

Groningen Paddepoel;Mick Hofsink;06-24096228;MickHofsink@armyspy.com;Henri Dunantlaan 1;Groningen;vrijdag 3 maart 2017;Afhalen;vrijdag 3 maart 2017;16:42;Hot & Spicy;Family XXL Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 11,95;€ 32,80;;€ 0,00;€ 32,80
;;;;;;;;;;Beenham;Medium Pizza;Tomatensaus;€ 6,95;;3;;€ 0,00;€ 20,85;;;;

Veenendaal;İsmail Leutscher;06-31252788;IsmailLeutscher@gustr.com;Anna van Burenhof 28;Veenendaal;woensdag 20 maart 2019;Bezorgen;woensdag 20 maart 2019;17:18;Deluxe;Large Pizza;Tomatensaus;€ 6,95;€ 2,00;4;;€ 0,00;€ 51,80;€ 65,75;25% korting op je bestelling;€ 16,44;€ 49,31
;;;;;;;;;;Chicken Supreme;Family XXL Pizza;Tomatensaus;€ 6,95;€ 2,00;1;;€ 0,00;€ 13,95;;;;

Groningen Boterdiep;Salima Veerbeek;06-12666768;SalimaVeerbeek@dayrep.com;Sint Jansstraat 196;Groningen;woensdag 5 juni 2019;Bezorgen;woensdag 5 juni 2019;18:39;BBQ Chicken Hawaii;Large Pizza;Barbecue Saus;€ 6,95;€ 2,00;2;;€ 0,00;€ 25,90;€ 25,90;;€ 0,00;€ 25,90

Den Haag Goudenregenplein;Marthijs Honings;06-38455990;MarthijsHonings@teleworm.us;Bosweg 151;De Westereen;donderdag 7 maart 2019;Afhalen;donderdag 7 maart 2019;19:15;Supreme;Large Pizza;Barbecue Saus;€ 7,95;;1;;€ 0,00;€ 11,95;€ 51,70;;€ 0,00;€ 51,70
;;;;;;;;;;Tricolore;Medium Cheesy Crust Pizza;Creme Fraiche;€ 8,95;;2;;€ 0,00;€ 21,90;;;;
;;;;;;;;;;Four Cheese;Medium Pizza;Tomatensaus;€ 7,95;;1;;€ 0,00;€ 7,95;;;;
;;;;;;;;;;BBQ Cannibale;Medium Pizza;Barbecue Saus;€ 4,95;;2;;€ 0,00;€ 9,90;;;;

Dordrecht Bamendaweg;Jazzy Douw;06-53446043;JazzyDouw@armyspy.com;Kinkelenburg 160;Dordrecht;zaterdag 5 augustus 2017;Afhalen;zaterdag 5 augustus 2017;18:45;Deluxe;Medium Cheesy Crust Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 8,95;€ 8,95;;€ 0,00;€ 8,95

Leeuwarden;Chuck Even;06-55492281;ChuckEven@cuvox.de;Verlengde Schrans 17;Leeuwarden;zaterdag 20 april 2019;Bezorgen;zaterdag 20 april 2019;19:34;Margaritha;Italian Pizza;Tomatensaus;€ 4,95;€ 2,00;1;;€ 0,00;€ 7,95;€ 7,95;;€ 0,00;€ 7,95

Tiel;Annechien Docter;06-99168145;AnnechienDocter@cuvox.de;Tielerwaardlaan 162;Tiel;zondag 4 februari 2018;Bezorgen;zondag 4 februari 2018;17:40;Shoarma;Medium Pizza;Tomatensaus;€ 7,95;€ 2,00;4;;€ 0,00;€ 39,80;€ 57,25;;€ 0,00;€ 57,25
;;;;;;;;;;Pollo Pomodore;Large Pizza;Tomatensaus;€ 8,95;€ 2,00;1;Kaasmix, Salami;€ 2,50;€ 17,45;;;;

Leiden;Zeynep Stege;06-83140449;ZeynepStege@teleworm.us;Ambonstraat 154;Leiden;donderdag 20 september 2018;Bezorgen;donderdag 20 september 2018;20:59;Creamy Bacon;Family XXL Pizza;Creme Fraiche;€ 7,95;€ 2,00;4;;€ 0,00;€ 59,80;€ 131,45;€ 2,- Korting op een bestelling vanaf € 25,-;€ 2,00;€ 129,45
;;;;;;;;;;Funghi;Large Pizza;Tomatensaus;€ 4,95;€ 2,00;4;;€ 0,00;€ 43,80;;;;
;;;;;;;;;;Caprese;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;€ 2,00;2;;€ 0,00;€ 17,90;;;;
;;;;;;;;;;Supreme;Medium Pizza;Barbecue Saus;€ 7,95;€ 2,00;1;;€ 0,00;€ 9,95;;;;

Rotterdam Zuidplein;Remke Maessen;06-73542950;RemkeMaessen@rhyta.com;Rozenburglaan 147;Rotterdam;dinsdag 5 december 2017;Afhalen;dinsdag 5 december 2017;20:56;Margaritha;Italian Pizza;Tomatensaus;€ 4,95;;2;;€ 0,00;€ 11,90;€ 25,80;25% korting op je bestelling;€ 6,45;€ 19,35
;;;;;;;;;;Tonno;Medium Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 13,90;;;;

Amsterdam Overtoom;Neşe Hogendorp;06-68433707;NeseHogendorp@superrito.com;Van Woustraat 93;Amsterdam;maandag 7 januari 2019;Afhalen;maandag 7 januari 2019;16:06;Shoarma;Large Pizza;Tomatensaus;€ 7,95;;2;;€ 0,00;€ 23,90;€ 53,75;;€ 0,00;€ 53,75
;;;;;;;;;;Extravaganzza;Medium Pizza;Tomatensaus;€ 7,95;;1;;€ 0,00;€ 7,95;;;;
;;;;;;;;;;Beenham;Large Pizza;Tomatensaus;€ 6,95;;2;;€ 0,00;€ 21,90;;;;

Veenendaal;Bryce Haar;06-23218759;BryceHaar@dayrep.com;Oudeveen 96;Veenendaal;woensdag 22 november 2017;Afhalen;woensdag 22 november 2017;16:05;Salame Speciale;Large Pizza;Tomatensaus;€ 6,95;;4;;€ 0,00;€ 43,80;€ 43,80;2e pizza gratis bij afhalen;€ 0,00;€ 43,80

Etten Leur;Farrah Abrahams;06-30365148;FarrahAbrahams@jourrapide.com;Florijnstraat 18;Etten-Leur;dinsdag 29 januari 2019;Afhalen;dinsdag 29 januari 2019;18:53;Perfect Pepperoni;Medium Pizza;Tomatensaus;€ 4,95;;1;;€ 0,00;€ 4,95;€ 30,85;;€ 0,00;€ 30,85
;;;;;;;;;;Tricolore;Large Pizza;Creme Fraiche;€ 8,95;;2;;€ 0,00;€ 25,90;;;;

Leiderdorp;Daimy Booi;06-78001469;DaimyBooi@rhyta.com;Jan de Hartogplein 110;Leiderdorp;zondag 27 januari 2019;Afhalen;zondag 27 januari 2019;20:20;Funghi;Italian Pizza;Tomatensaus;€ 4,95;;4;;€ 0,00;€ 23,80;€ 83,55;25% korting op je bestelling;€ 20,89;€ 62,66
;;;;;;;;;;Deluxe;Italian Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 7,95;;;;
;;;;;;;;;;Tricolore;Large Pizza;Creme Fraiche;€ 8,95;;4;;€ 0,00;€ 51,80;;;;

Ede;Stevie Lamboo;06-63843658;StevieLamboo@gustr.com;Hakselseweg 165;Ede;zaterdag 7 januari 2017;Bezorgen;zaterdag 7 januari 2017;16:08;Pollo Pomodore;Italian Pizza;Tomatensaus;€ 8,95;€ 2,00;2;;€ 0,00;€ 23,90;€ 82,70;2e pizza gratis bij afhalen;€ 0,00;€ 82,70
;;;;;;;;;;Bacon Gorgonzola;Large Pizza;Tomatensaus;€ 8,95;€ 2,00;1;;€ 0,00;€ 14,95;;;;
;;;;;;;;;;Beenham;Family XXL Pizza;Tomatensaus;€ 6,95;€ 2,00;2;;€ 0,00;€ 27,90;;;;
;;;;;;;;;;Hot & Spicy;Family XXL Pizza;Tomatensaus;€ 6,95;€ 2,00;1;Gehakt, Kip;€ 2,00;€ 15,95;;;;

Voorburg;Tjerk van Boheemen;06-50747624;TjerkvanBoheemen@jourrapide.com;Traverse 100;Marum;zaterdag 21 oktober 2017;Afhalen;zaterdag 21 oktober 2017;19:26;BBQ Mixed Grill;Large Pizza;Barbecue Saus;€ 7,95;;1;;€ 0,00;€ 11,95;€ 19,90;;€ 0,00;€ 19,90
;;;;;;;;;;BBQ Chicken Hawaii;Italian Pizza;Barbecue Saus;€ 6,95;;1;;€ 0,00;€ 7,95;;;;

Breda Kesterenlaan;Amrit de Vente;06-51733596;AmritdeVente@fleckens.hu;Poolseweg 173;Breda;woensdag 31 oktober 2018;Afhalen;woensdag 31 oktober 2018;16:39;Pollo Pomodore;Medium Cheesy Crust Pizza;Tomatensaus;€ 8,95;;4;;€ 0,00;€ 43,80;€ 54,75;;€ 0,00;€ 54,75
;;;;;;;;;;Americana;Large Pizza;Tomatensaus;€ 6,95;;1;;€ 0,00;€ 10,95;;;;

Eindhoven Gestel;Charelle Veldmeijer;06-88172553;CharelleVeldmeijer@gustr.com;Grasbloem 93;Eindhoven;woensdag 10 april 2019;Bezorgen;woensdag 10 april 2019;16:48;Tricolore;Italian Pizza;Creme Fraiche;€ 8,95;€ 2,00;1;;€ 0,00;€ 11,95;€ 11,95;;€ 0,00;€ 11,95

Dongen;Holger Vergunst;06-79402773;HolgerVergunst@teleworm.us;Minister Aalberselaan 165;Dongen;dinsdag 23 april 2019;Afhalen;dinsdag 23 april 2019;17:50;Americana;Medium Pizza;Tomatensaus;€ 6,95;;4;;€ 0,00;€ 27,80;€ 36,75;3e pizza gratis bij bezorgen;€ 0,00;€ 36,75
;;;;;;;;;;Pollo Pomodore;Medium Pizza;Tomatensaus;€ 8,95;;1;;€ 0,00;€ 8,95;;;;

Voorschoten;Najat Groenewegen;06-87230001;NajatGroenewegen@superrito.com;Rembrandtlaan 92;Voorschoten;dinsdag 6 november 2018;Afhalen;dinsdag 6 november 2018;18:21;Margaritha;Medium Cheesy Crust Pizza;Tomatensaus;€ 4,95;;2;Tonijn, Shoarma;€ 3,00;€ 19,90;€ 59,65;3e pizza gratis bij bezorgen;€ 0,00;€ 59,65
;;;;;;;;;;Caprese;Italian Pizza;Tomatensaus;€ 4,95;;1;;€ 0,00;€ 5,95;;;;
;;;;;;;;;;Four Cheese;Medium Pizza;Tomatensaus;€ 7,95;;2;;€ 0,00;€ 15,90;;;;
;;;;;;;;;;Creamy Bacon;Italian Pizza;Creme Fraiche;€ 7,95;;2;;€ 0,00;€ 17,90;;;;

Amstelveen;Banu van Leijenhorst;06-47220018;BanuvanLeijenhorst@fleckens.hu;Groenhof 177;Amstelveen;zondag 7 april 2019;Bezorgen;zondag 7 april 2019;19:15;BBQ Mixed Grill;Family XXL Pizza;Barbecue Saus;€ 7,95;€ 2,00;4;;€ 0,00;€ 59,80;€ 59,80;;€ 0,00;€ 59,80

Heerenveen;Jasmin Waterman;06-83917708;JasminWaterman@fleckens.hu;Gooilandlaan 70;Heerenveen;woensdag 15 februari 2017;Afhalen;woensdag 15 februari 2017;17:18;Caprese;Italian Pizza;Tomatensaus;€ 4,95;;1;;€ 0,00;€ 5,95;€ 5,95;;€ 0,00;€ 5,95

